project_id,description
PVN2018005_LEADER_2,
PVN2018011_NEVADA,
PVN2018014_BALI_3,
PVN2018014_ELLIE_QUANT,
PVN2018018_CHUBBY,
PVN2018024_GEMMA2,
PVN2018026_CMI_FED,
PVN2018044_SERENA,
PVN2018046_MODEL_3,
PVN2018055_SHITAKE_P1,
PVN2018055_SHITAKE_PHASE2,
PVN2018056_VALERIE_P1,
PVN2018056_VALERIE_P2,
PVN2018064_FELIZ,
PVN2018065_MODEL3_CUT,
PVN2018066_SMOOTH,
PVN2018068_MINNESOTA,
PVN2018070_FLAMENCO_7,
PVN2018071_SPECTRUM2,
PVN2018077_DALAT,
PVN2018078_RIO,
PVN2018086_YODA_4S,
PVN2018088_GREENIE,
PVN2018092_FURISHIMA,
PVN2018120_LUXURY_3,
PVN2018137_BALI_5,
PVN2018145_KITTEN,
PVN2018146_CHANEL_Y2,
PVN2018147_DIMPLESOFT_2,
PVN2018152_CEMINI,
PVN2018153_YUM,
PVN2018158_PETUNIA,
PVN2018159_BRIGHTNESS,
PVN2018163_OPTIMUS_P3,
PVN2018163_OPTIMUS_PHASE_1,
PVN2018167_MODEL_3_PANTS_FINAL_LAUNCH,
PVN2018168_CMI_GAGA_PT,
PVN2018174_SUN,
PVN2018175_SULLEY,
PVN2018177_SUGARLAND_2,
PVN2018181_CMI_ARTEMIS,
PVN2018188_EMPRESS,
PVN2018190_BATU,
PVN2018198_SEIZE,
PVN2018198_SEIZE_P1W2,
PVN2018199_NEW_COMER,
PVN2018205_CANARY_P1,
PVN2018206_FLAMENCO_8,
PVN2018215_SEIZE_P2W2,
PVN2018215_SEIZE_PHASE2,
PVN2018221_FOXIE_EXIT_INTERVIEW,
PVN2018221_FOXIE_STAGE_1,
PVN2018221_FOXIE_STAGE_2,
PVN2018236_CLEMENTINE_STORE,
PVN2018247_KARITE,
PVN2018256_INUS_1,
PVN2018256_INUS_3,
PVN2018256_INUS_4,
PVN2018256_INUS_5,
PVN2018257_OPAL,
PVN2018271_NUCLEAR,
PVN2018280_LALA_LAND,
PVN2018288_CMI_BELLE,
PVN2018294_CMI_GAIA,
PVN2018328_RUBICON_CPT,
PVN2018329_CDL_HORECA,
PVN2018336_RUBICON_VIP,
PVN2018338_MENACTRA,
PVN2018344_ERIN_1,
PVN2018346_RAINBOW,
PVN2018350_FLAMENCO_9,
PVN2018353_SAMURAI,
PVN2018364_MURASAKI,
PVN2019002_CLOUD,
PVN2019016_ISTANBUL,
PVN2019033_DODO,
PVN2019036_BETWEEN,
PVN2019044_TODDLER,
PVN2019045_CMI_KOCHI,
PVN2019047_CMI_GREEN_FRIDAYS,
PVN2019053_XENA,
PVN2019055_RAINBOW_2,
PVN2019056_LUIGI,
PVN2019066_CTI_CUBE,
PVN2019067_KIRAI,
PVN2019067_KIRAI2,
PVN2019068_BOSTON,
PVN2019080_KOSADO_PHARMACIST,
PVN2019085_POSEIDON,
PVN2019086_BAMBI_S0_T10,
PVN2019086_BAMBI_S0_T11,
PVN2019086_BAMBI_S0_T12,
PVN2019086_BAMBI_S0_T4,
PVN2019086_BAMBI_S0_T5,
PVN2019086_BAMBI_S0_T6,
PVN2019088_YODA5_RRP,
PVN2019093_GALLEON_2_M7W19,
PVN2019093_GALLEON_2_M9,
PVN2019093_GALLEON_3_M10,
PVN2019094_GALLEON_3_T12,
PVN2019094_GALLEON_W3_T11,
PVN2019095_GALLEON_W4_T1,
PVN2019097_NEWPAINT_BETWEEN2,
PVN2019100_KOSADO_PATIENT,
PVN2019103_VICTINI,
PVN2019111_CMI_BEACON2,
PVN2019119_HANABALA,
PVN2019123_CORGI,
PVN2019125_RED_KEEP,
PVN2019130_BRUCKE,
PVN2019143_STRONGER,
PVN2019143_STRONGER_INCIDENT,
PVN2019149_AQUA,
PVN2019150_SUGARLAND3,
PVN2019152_CMI_LIFECON,
PVN2019158_CMI_KANDY,
PVN2019161_CTI_COLIA,
PVN2019167_BERO,
PVN2019167_BERO_2,
PVN2019169_CMI_CONO,
PVN2019173_OKAMI,
PVN2019179_GISELLE_GREEN,
PVN2019187_BAYSAND,
PVN2019193_GALLEON_2_M8,
PVN2019194_GISELLE_BLUE,
PVN2019195_NANNY,
PVN2019196_GALLEON,
PVN2019201_TAPPIE,
PVN2019203_MIRU_CALLBACK,
PVN2019203_OOH_MIRU,
PVN2019203_OOH_MIRU_W2,
PVN2019205_NUNET,
PVN2019209_NAPPE,
PVN2019214_HEAR_1,
PVN2019219_ULTRAFAST,
PVN2019224_CMI_BLUESCENT,
PVN2019226_CTI_SAMURAI,
PVN2019231_FLAMENCO_10,
PVN2019233_CUBE2,
PVN2019234_HONGKONG_P1,
PVN2019235_ECOSCENT,
PVN2019237_NARNIA,
PVN2019238_SOLIS,
PVN2019247_GF10_MUSHROOM,
PVN2019248_GF8_CMI_LAVA,
PVN2019249_TOTORO,
PVN2019254_OKAMI_2,
PVN2019257_OPAL2,
PVN2019259_GALLEON_333,
PVN2019261_HONGKONG_2,
PVN2019262_TAIWAN_PHASE_2,
PVN2019276_CTI_SEA,
PVN2019284_CTI_ICE_COOL,
PVN2019286_ZENIBA,
PVN2019291_CUT_PAMPI,
PVN2019301_CARNES,
PVN2019306_KAWAAI,
PVN2019317_MODEL7,
PVN2019317_MODEL7_CU_REDO,
PVN2019334_BADIRA,
PVN2019335_SUGARLAND4,
PVN2019340_CTI_TETE_UA,
PVN2019340_TETE,
PVN2019346_GLAMOUR,
PVN2019349_TESLA,
PVN2019351_ARABICA,
PVN2019364_CMI_FLEMING,
PVN2019997_GAGA,
PVN2019999_COMMON_SS,
PVN2019999_TEST_F2F,
PVN2020003_LEO,
PVN2020023_MANUCHAO_CPT,
PVN2020024_CMI_PANACEA,
PVN2020025_TETE_2_HUT,
PVN2020036_TINO,
PVN2020041_FLAMENCO_W1,
PVN2020043_DUMBO_STAGE_1,
PVN2020049_MODEL7_PHASE2_CELL1,
PVN2020095_GALLEON_W4_M3,
PVN2020095_GALLEON_W4_T2,
